code,name,market,is_kospi200
004910,조광페인트,KOSPI,False
002410,범양건영,KOSPI,False
093240,형지엘리트,KOSPI,False
009320,아진전자부품,KOSPI,False
011330,유니켐,KOSPI,False
012280,영화금속,KOSPI,False
027740,마니커,KOSPI,False
008420,문배철강,KOSPI,False
001210,금호전기,KOSPI,False
020760,일진디스플,KOSPI,False
049800,우진플라임,KOSPI,False
000950,전방,KOSPI,False
006125,SK디스커버리우,KOSPI,False
133820,화인베스틸,KOSPI,False
026940,부국철강,KOSPI,False
011420,갤럭시아에스엠,KOSPI,False
003080,SB성보,KOSPI,False
014990,인디에프,KOSPI,False
002920,유성기업,KOSPI,False
011300,우성머티리얼스,KOSPI,False
069460,대호에이엘,KOSPI,False
023960,에쓰씨엔지니어링,KOSPI,False
012160,영흥,KOSPI,False
005030,부산주공,KOSPI,False
000215,DL우,KOSPI,False
007120,미래아이앤지,KOSPI,False
074610,이엔플러스,KOSPI,False
051630,진양화학,KOSPI,False
008870,금비,KOSPI,False
009140,경인전자,KOSPI,False
013000,세우글로벌,KOSPI,False
011230,삼화전자,KOSPI,False
481850,신한글로벌액티브리츠,KOSPI,False
002870,신풍,KOSPI,False
308170,씨티알모빌리티,KOSPI,False
000760,이화산업,KOSPI,False
084870,TBH글로벌,KOSPI,False
002880,디와이에이,KOSPI,False
003535,한화투자증권우,KOSPI,False
019490,엑시큐어하이트론,KOSPI,False
017040,광명전기,KOSPI,False
145270,케이탑리츠,KOSPI,False
005320,온타이드,KOSPI,False
001380,SG글로벌,KOSPI,False
002360,SH에너지화학,KOSPI,False
025750,한솔홈데코,KOSPI,False
008250,이건산업,KOSPI,False
019175,신풍제약우,KOSPI,False
002025,코오롱우,KOSPI,False
33637K,솔루스첨단소재1우,KOSPI,False
004365,세방우,KOSPI,False
010640,진양폴리,KOSPI,False
006200,한국전자홀딩스,KOSPI,False
024890,대원화성,KOSPI,False
33626L,두산퓨얼셀2우B,KOSPI,False
005820,원림,KOSPI,False
134790,시디즈,KOSPI,False
009810,플레이그램,KOSPI,False
118000,메타케어,KOSPI,False
001070,대한방직,KOSPI,False
090370,메타랩스,KOSPI,False
000040,KR모터스,KOSPI,False
024070,WISCOM,KOSPI,False
006740,블루산업개발,KOSPI,False
357430,마스턴프리미어리츠,KOSPI,False
009460,한창제지,KOSPI,False
002690,동일제강,KOSPI,False
014130,한익스프레스,KOSPI,False
003680,한성기업,KOSPI,False
010400,우진아이엔에스,KOSPI,False
002420,세기상사,KOSPI,False
015260,에이엔피,KOSPI,False
023150,MH에탄올,KOSPI,False
088790,진도,KOSPI,False
008775,호텔신라우,KOSPI,False
030720,동원수산,KOSPI,False
006570,대림통상,KOSPI,False
446070,유니드비티플러스,KOSPI,False
002820,SUN&L,KOSPI,False
005360,모나미,KOSPI,False
465770,STX그린로지스,KOSPI,False
069640,한세엠케이,KOSPI,False
033250,체시스,KOSPI,False
044380,주연테크,KOSPI,False
002355,넥센타이어1우B,KOSPI,False
004870,티웨이홀딩스,KOSPI,False
005110,한창,KOSPI,False
003495,대한항공우,KOSPI,False
004270,남성,KOSPI,False
143210,핸즈코퍼레이션,KOSPI,False
002070,비비안,KOSPI,False
011090,에넥스,KOSPI,False
025890,한국주강,KOSPI,False
009310,참엔지니어링,KOSPI,False
001420,태원물산,KOSPI,False
00499K,롯데지주우,KOSPI,False
005257,녹십자홀딩스2우,KOSPI,False
001685,대상우,KOSPI,False
012170,아센디오,KOSPI,False
45226K,한화갤러리아우,KOSPI,False
012205,계양전기우,KOSPI,False
001770,SHD,KOSPI,False
015020,이스타코,KOSPI,False
071950,코아스,KOSPI,False
019685,대교우B,KOSPI,False
108675,LX하우시스우,KOSPI,False
008600,윌비스,KOSPI,False
009440,KC그린홀딩스,KOSPI,False
18064K,한진칼우,KOSPI,False
001515,SK증권우,KOSPI,False
005725,넥센우,KOSPI,False
204210,스타에스엠리츠,KOSPI,False
00781K,코리아써키트2우B,KOSPI,False
00806K,대덕1우,KOSPI,False
000087,하이트진로2우B,KOSPI,False
001795,대한제당우,KOSPI,False
008500,일정실업,KOSPI,False
001755,한양증권우,KOSPI,False
140910,에이리츠,KOSPI,False
33637L,솔루스첨단소재2우B,KOSPI,False
084695,대상홀딩스우,KOSPI,False
004255,NPC우,KOSPI,False
38380K,LX홀딩스1우,KOSPI,False
004105,태양금속우,KOSPI,False
145995,삼양사우,KOSPI,False
001067,JW중외제약2우B,KOSPI,False
003075,코오롱글로벌우,KOSPI,False
000225,유유제약1우,KOSPI,False
145210,다이나믹디자인,KOSPI,False
004835,덕성우,KOSPI,False
001065,JW중외제약우,KOSPI,False
004985,성신양회우,KOSPI,False
000325,노루홀딩스우,KOSPI,False
009415,태영건설우,KOSPI,False
26490K,크라운제과우,KOSPI,False
090355,노루페인트우,KOSPI,False
000145,하이트진로홀딩스우,KOSPI,False
000545,흥국화재우,KOSPI,False
36328K,티와이홀딩스우,KOSPI,False
005745,크라운해태홀딩스우,KOSPI,False
008355,남선알미우,KOSPI,False
002995,금호건설우,KOSPI,False
014825,동원시스템즈우,KOSPI,False
005965,동부건설우,KOSPI,False
007575,일양약품우,KOSPI,False
014285,금강공업우,KOSPI,False
014915,성문전자우,KOSPI,False
004545,깨끗한나라우,KOSPI,False
000227,유유제약2우B,KOSPI,False
002785,진흥기업우B,KOSPI,False
001525,동양우,KOSPI,False
011155,CJ씨푸드1우,KOSPI,False
004415,서울식품우,KOSPI,False
002787,진흥기업2우B,KOSPI,False
001527,동양2우B,KOSPI,False
