symbol,name,market_code,asset_class,currency,tick_size,lot_size,is_active
084690,대상홀딩스,KRX,kr_stock,KRW,100,1,TRUE
001940,KISCO홀딩스,KRX,kr_stock,KRW,100,1,TRUE
005010,휴스틸,KRX,kr_stock,KRW,100,1,TRUE
002310,아세아제지,KRX,kr_stock,KRW,100,1,TRUE
011500,한농화성,KRX,kr_stock,KRW,100,1,TRUE
286940,롯데이노베이트,KRX,kr_stock,KRW,100,1,TRUE
272450,진에어,KRX,kr_stock,KRW,100,1,TRUE
001250,GS글로벌,KRX,kr_stock,KRW,100,1,TRUE
900140,엘브이엠씨홀딩스,KRX,kr_stock,KRW,100,1,TRUE
033270,유나이티드제약,KRX,kr_stock,KRW,100,1,TRUE
005500,삼진제약,KRX,kr_stock,KRW,100,1,TRUE
003920,남양유업,KRX,kr_stock,KRW,100,1,TRUE
092200,디아이씨,KRX,kr_stock,KRW,100,1,TRUE
017390,서울가스,KRX,kr_stock,KRW,100,1,TRUE
000490,대동,KRX,kr_stock,KRW,100,1,TRUE
000680,LS네트웍스,KRX,kr_stock,KRW,100,1,TRUE
006805,미래에셋증권우,KRX,kr_stock,KRW,100,1,TRUE
004430,송원산업,KRX,kr_stock,KRW,100,1,TRUE
096760,JW홀딩스,KRX,kr_stock,KRW,100,1,TRUE
037270,YG PLUS,KRX,kr_stock,KRW,100,1,TRUE
123890,한국자산신탁,KRX,kr_stock,KRW,100,1,TRUE
037710,광주신세계,KRX,kr_stock,KRW,100,1,TRUE
001460,BYC,KRX,kr_stock,KRW,100,1,TRUE
002320,한진,KRX,kr_stock,KRW,100,1,TRUE
475560,더본코리아,KRX,kr_stock,KRW,100,1,TRUE
003520,영진약품,KRX,kr_stock,KRW,100,1,TRUE
004360,세방,KRX,kr_stock,KRW,100,1,TRUE
005680,삼영전자,KRX,kr_stock,KRW,100,1,TRUE
003200,일신방직,KRX,kr_stock,KRW,100,1,TRUE
012200,계양전기,KRX,kr_stock,KRW,100,1,TRUE
334890,이지스밸류플러스리츠,KRX,kr_stock,KRW,100,1,TRUE
003960,사조대림,KRX,kr_stock,KRW,100,1,TRUE
001780,알루코,KRX,kr_stock,KRW,100,1,TRUE
003070,코오롱글로벌,KRX,kr_stock,KRW,100,1,TRUE
001340,PKC,KRX,kr_stock,KRW,100,1,TRUE
088260,이리츠코크렙,KRX,kr_stock,KRW,100,1,TRUE
034120,SBS,KRX,kr_stock,KRW,100,1,TRUE
136490,선진,KRX,kr_stock,KRW,100,1,TRUE
003120,일성아이에스,KRX,kr_stock,KRW,100,1,TRUE
035510,신세계 I&C,KRX,kr_stock,KRW,100,1,TRUE
134380,미원화학,KRX,kr_stock,KRW,100,1,TRUE
000320,노루홀딩스,KRX,kr_stock,KRW,100,1,TRUE
005950,이수화학,KRX,kr_stock,KRW,100,1,TRUE
053690,한미글로벌,KRX,kr_stock,KRW,100,1,TRUE
000540,흥국화재,KRX,kr_stock,KRW,100,1,TRUE
226320,잇츠한불,KRX,kr_stock,KRW,100,1,TRUE
000050,경방,KRX,kr_stock,KRW,100,1,TRUE
011690,와이투솔루션,KRX,kr_stock,KRW,100,1,TRUE
004380,삼익THK,KRX,kr_stock,KRW,100,1,TRUE
241590,화승엔터프라이즈,KRX,kr_stock,KRW,100,1,TRUE
044450,KSS해운,KRX,kr_stock,KRW,100,1,TRUE
001130,대한제분,KRX,kr_stock,KRW,100,1,TRUE
000430,대원강업,KRX,kr_stock,KRW,100,1,TRUE
008350,남선알미늄,KRX,kr_stock,KRW,100,1,TRUE
030210,다올투자증권,KRX,kr_stock,KRW,100,1,TRUE
009470,삼화전기,KRX,kr_stock,KRW,100,1,TRUE
004560,현대비앤지스틸,KRX,kr_stock,KRW,100,1,TRUE
007160,사조산업,KRX,kr_stock,KRW,100,1,TRUE
432320,KB스타리츠,KRX,kr_stock,KRW,100,1,TRUE
001790,대한제당,KRX,kr_stock,KRW,100,1,TRUE
013890,지누스,KRX,kr_stock,KRW,100,1,TRUE
0030R0,대신밸류리츠,KRX,kr_stock,KRW,100,1,TRUE
004310,현대약품,KRX,kr_stock,KRW,100,1,TRUE
004980,성신양회,KRX,kr_stock,KRW,100,1,TRUE
122900,아이마켓코리아,KRX,kr_stock,KRW,100,1,TRUE
377190,디앤디플랫폼리츠,KRX,kr_stock,KRW,100,1,TRUE
033920,무학,KRX,kr_stock,KRW,100,1,TRUE
084680,이월드,KRX,kr_stock,KRW,100,1,TRUE
051905,LG생활건강우,KRX,kr_stock,KRW,100,1,TRUE
404990,신한서부티엔디리츠,KRX,kr_stock,KRW,100,1,TRUE
244920,에이플러스에셋,KRX,kr_stock,KRW,100,1,TRUE
001630,종근당홀딩스,KRX,kr_stock,KRW,100,1,TRUE
035150,백산,KRX,kr_stock,KRW,100,1,TRUE
348950,제이알글로벌리츠,KRX,kr_stock,KRW,100,1,TRUE
010580,에스엠벡셀,KRX,kr_stock,KRW,100,1,TRUE
210980,SK디앤디,KRX,kr_stock,KRW,100,1,TRUE
298690,에어부산,KRX,kr_stock,KRW,100,1,TRUE
010955,S-Oil우,KRX,kr_stock,KRW,100,1,TRUE
009680,모토닉,KRX,kr_stock,KRW,100,1,TRUE
005430,한국공항,KRX,kr_stock,KRW,100,1,TRUE
001080,만호제강,KRX,kr_stock,KRW,100,1,TRUE
008490,서흥,KRX,kr_stock,KRW,100,1,TRUE
003555,LG우,KRX,kr_stock,KRW,100,1,TRUE
117580,대성에너지,KRX,kr_stock,KRW,100,1,TRUE
025000,KPX케미칼,KRX,kr_stock,KRW,100,1,TRUE
003350,한국화장품제조,KRX,kr_stock,KRW,100,1,TRUE
000480,CR홀딩스,KRX,kr_stock,KRW,100,1,TRUE
013580,계룡건설,KRX,kr_stock,KRW,100,1,TRUE
012610,경인양행,KRX,kr_stock,KRW,100,1,TRUE
487570,HS효성,KRX,kr_stock,KRW,100,1,TRUE
000390,SP삼화,KRX,kr_stock,KRW,100,1,TRUE
003220,대원제약,KRX,kr_stock,KRW,100,1,TRUE
028100,동아지질,KRX,kr_stock,KRW,100,1,TRUE
031440,신세계푸드,KRX,kr_stock,KRW,100,1,TRUE
025820,이구산업,KRX,kr_stock,KRW,100,1,TRUE
053210,스카이라이프,KRX,kr_stock,KRW,100,1,TRUE
033530,SJG세종,KRX,kr_stock,KRW,100,1,TRUE
007860,서연,KRX,kr_stock,KRW,100,1,TRUE
03473K,SK우,KRX,kr_stock,KRW,100,1,TRUE
102260,동성케미컬,KRX,kr_stock,KRW,100,1,TRUE
016580,환인제약,KRX,kr_stock,KRW,100,1,TRUE
002150,도화엔지니어링,KRX,kr_stock,KRW,100,1,TRUE
102460,이연제약,KRX,kr_stock,KRW,100,1,TRUE
003650,미창석유,KRX,kr_stock,KRW,100,1,TRUE
007610,선도전기,KRX,kr_stock,KRW,100,1,TRUE
095570,AJ네트웍스,KRX,kr_stock,KRW,100,1,TRUE
000140,하이트진로홀딩스,KRX,kr_stock,KRW,100,1,TRUE
003547,대신증권2우B,KRX,kr_stock,KRW,100,1,TRUE
271980,제일약품,KRX,kr_stock,KRW,100,1,TRUE
339770,교촌에프앤비,KRX,kr_stock,KRW,100,1,TRUE
039570,HDC랩스,KRX,kr_stock,KRW,100,1,TRUE
044820,코스맥스비티아이,KRX,kr_stock,KRW,100,1,TRUE
000860,강남제비스코,KRX,kr_stock,KRW,100,1,TRUE
016880,웅진,KRX,kr_stock,KRW,100,1,TRUE
001045,CJ우,KRX,kr_stock,KRW,100,1,TRUE
234080,JW생명과학,KRX,kr_stock,KRW,100,1,TRUE
018470,조일알미늄,KRX,kr_stock,KRW,100,1,TRUE
101530,해태제과식품,KRX,kr_stock,KRW,100,1,TRUE
003610,방림,KRX,kr_stock,KRW,100,1,TRUE
100250,진양홀딩스,KRX,kr_stock,KRW,100,1,TRUE
003460,유화증권,KRX,kr_stock,KRW,100,1,TRUE
002100,경농,KRX,kr_stock,KRW,100,1,TRUE
005960,동부건설,KRX,kr_stock,KRW,100,1,TRUE
007570,일양약품,KRX,kr_stock,KRW,100,1,TRUE
015230,대창단조,KRX,kr_stock,KRW,100,1,TRUE
081000,일진다이아,KRX,kr_stock,KRW,100,1,TRUE
000520,삼일제약,KRX,kr_stock,KRW,100,1,TRUE
460850,동국씨엠,KRX,kr_stock,KRW,100,1,TRUE
017550,수산세보틱스,KRX,kr_stock,KRW,100,1,TRUE
004090,한국석유,KRX,kr_stock,KRW,100,1,TRUE
011785,금호석유화학우,KRX,kr_stock,KRW,100,1,TRUE
006060,화승인더,KRX,kr_stock,KRW,100,1,TRUE
097955,CJ제일제당 우,KRX,kr_stock,KRW,100,1,TRUE
002170,SYTS,KRX,kr_stock,KRW,100,1,TRUE
213500,한솔제지,KRX,kr_stock,KRW,100,1,TRUE
293480,하나제약,KRX,kr_stock,KRW,100,1,TRUE
016450,한세예스24홀딩스,KRX,kr_stock,KRW,100,1,TRUE
214420,토니모리,KRX,kr_stock,KRW,100,1,TRUE
000300,DH오토넥스,KRX,kr_stock,KRW,100,1,TRUE
462520,조선내화,KRX,kr_stock,KRW,100,1,TRUE
002990,금호건설,KRX,kr_stock,KRW,100,1,TRUE
002780,진흥기업,KRX,kr_stock,KRW,100,1,TRUE
400760,NH올원리츠,KRX,kr_stock,KRW,100,1,TRUE
004960,한신공영,KRX,kr_stock,KRW,100,1,TRUE
037560,LG헬로비전,KRX,kr_stock,KRW,100,1,TRUE
071840,롯데하이마트,KRX,kr_stock,KRW,100,1,TRUE
077500,유니퀘스트,KRX,kr_stock,KRW,100,1,TRUE
317400,자이에스앤디,KRX,kr_stock,KRW,100,1,TRUE
000020,동화약품,KRX,kr_stock,KRW,100,1,TRUE
001520,동양,KRX,kr_stock,KRW,100,1,TRUE
008970,KBI동양철관,KRX,kr_stock,KRW,100,1,TRUE
013520,화승코퍼레이션,KRX,kr_stock,KRW,100,1,TRUE
001360,삼성제약,KRX,kr_stock,KRW,100,1,TRUE
003480,한진중공업홀딩스,KRX,kr_stock,KRW,100,1,TRUE
090350,노루페인트,KRX,kr_stock,KRW,100,1,TRUE
009070,KCTC,KRX,kr_stock,KRW,100,1,TRUE
012800,대창,KRX,kr_stock,KRW,100,1,TRUE
00279K,아모레퍼시픽홀딩스3우C,KRX,kr_stock,KRW,100,1,TRUE
084670,동양고속,KRX,kr_stock,KRW,100,1,TRUE
272550,삼양패키징,KRX,kr_stock,KRW,100,1,TRUE
089470,HDC현대EP,KRX,kr_stock,KRW,100,1,TRUE
000970,한국주철관,KRX,kr_stock,KRW,100,1,TRUE
009580,무림P&P,KRX,kr_stock,KRW,100,1,TRUE
003830,대한화섬,KRX,kr_stock,KRW,100,1,TRUE
210540,디와이파워,KRX,kr_stock,KRW,100,1,TRUE
33626K,두산퓨얼셀1우,KRX,kr_stock,KRW,100,1,TRUE
004150,한솔홀딩스,KRX,kr_stock,KRW,100,1,TRUE
000700,유수홀딩스,KRX,kr_stock,KRW,100,1,TRUE
014280,금강공업,KRX,kr_stock,KRW,100,1,TRUE
214390,경보제약,KRX,kr_stock,KRW,100,1,TRUE
010100,한국무브넥스,KRX,kr_stock,KRW,100,1,TRUE
004970,신라교역,KRX,kr_stock,KRW,100,1,TRUE
008040,사조동아원,KRX,kr_stock,KRW,100,1,TRUE
298000,효성화학,KRX,kr_stock,KRW,100,1,TRUE
094280,효성ITX,KRX,kr_stock,KRW,100,1,TRUE
021820,세원정공,KRX,kr_stock,KRW,100,1,TRUE
079430,현대리바트,KRX,kr_stock,KRW,100,1,TRUE
019180,티에이치엔,KRX,kr_stock,KRW,100,1,TRUE
007540,샘표,KRX,kr_stock,KRW,100,1,TRUE
009270,신원,KRX,kr_stock,KRW,100,1,TRUE
012320,경동인베스트,KRX,kr_stock,KRW,100,1,TRUE
078000,텔코웨어,KRX,kr_stock,KRW,100,1,TRUE
015890,태경산업,KRX,kr_stock,KRW,100,1,TRUE
024090,디씨엠,KRX,kr_stock,KRW,100,1,TRUE
070960,모나용평,KRX,kr_stock,KRW,100,1,TRUE
002620,제일파마홀딩스,KRX,kr_stock,KRW,100,1,TRUE
020120,키다리스튜디오,KRX,kr_stock,KRW,100,1,TRUE
016740,두올,KRX,kr_stock,KRW,100,1,TRUE
002460,HS화성,KRX,kr_stock,KRW,100,1,TRUE
123690,한국화장품,KRX,kr_stock,KRW,100,1,TRUE
107590,미원홀딩스,KRX,kr_stock,KRW,100,1,TRUE
025620,차AI헬스케어,KRX,kr_stock,KRW,100,1,TRUE
011280,태림포장,KRX,kr_stock,KRW,100,1,TRUE
027970,한국제지,KRX,kr_stock,KRW,100,1,TRUE
005800,신영와코루,KRX,kr_stock,KRW,100,1,TRUE
016710,대성홀딩스,KRX,kr_stock,KRW,100,1,TRUE
083420,그린케미칼,KRX,kr_stock,KRW,100,1,TRUE
139990,아주스틸,KRX,kr_stock,KRW,100,1,TRUE
363280,티와이홀딩스,KRX,kr_stock,KRW,100,1,TRUE
350520,이지스레지던스리츠,KRX,kr_stock,KRW,100,1,TRUE
002390,한독,KRX,kr_stock,KRW,100,1,TRUE
011700,한신기계,KRX,kr_stock,KRW,100,1,TRUE
095720,웅진씽크빅,KRX,kr_stock,KRW,100,1,TRUE
267290,경동도시가스,KRX,kr_stock,KRW,100,1,TRUE
004080,신흥,KRX,kr_stock,KRW,100,1,TRUE
001290,상상인증권,KRX,kr_stock,KRW,100,1,TRUE
004250,NPC,KRX,kr_stock,KRW,100,1,TRUE
014710,사조씨푸드,KRX,kr_stock,KRW,100,1,TRUE
002220,한일철강,KRX,kr_stock,KRW,100,1,TRUE
023800,인지컨트롤스,KRX,kr_stock,KRW,100,1,TRUE
013570,디와이,KRX,kr_stock,KRW,100,1,TRUE
067830,세이브존I&C,KRX,kr_stock,KRW,100,1,TRUE
014530,극동유화,KRX,kr_stock,KRW,100,1,TRUE
014580,태경비케이,KRX,kr_stock,KRW,100,1,TRUE
007460,에이프로젠,KRX,kr_stock,KRW,100,1,TRUE
035000,HS애드,KRX,kr_stock,KRW,100,1,TRUE
007210,벽산,KRX,kr_stock,KRW,100,1,TRUE
015590,DKME,KRX,kr_stock,KRW,100,1,TRUE
002450,삼익악기,KRX,kr_stock,KRW,100,1,TRUE
004140,동방,KRX,kr_stock,KRW,100,1,TRUE
001020,페이퍼코리아,KRX,kr_stock,KRW,100,1,TRUE
036580,팜스코,KRX,kr_stock,KRW,100,1,TRUE
267850,아시아나IDT,KRX,kr_stock,KRW,100,1,TRUE
120030,조선선재,KRX,kr_stock,KRW,100,1,TRUE
227840,현대코퍼레이션홀딩스,KRX,kr_stock,KRW,100,1,TRUE
248170,샘표식품,KRX,kr_stock,KRW,100,1,TRUE
034590,인천도시가스,KRX,kr_stock,KRW,100,1,TRUE
005870,휴니드,KRX,kr_stock,KRW,100,1,TRUE
014790,HL D&I,KRX,kr_stock,KRW,100,1,TRUE
014160,대영포장,KRX,kr_stock,KRW,100,1,TRUE
007110,일신석재,KRX,kr_stock,KRW,100,1,TRUE
019680,대교,KRX,kr_stock,KRW,100,1,TRUE
025560,미래산업,KRX,kr_stock,KRW,100,1,TRUE
011810,STX,KRX,kr_stock,KRW,100,1,TRUE
058850,KTcs,KRX,kr_stock,KRW,100,1,TRUE
005740,크라운해태홀딩스,KRX,kr_stock,KRW,100,1,TRUE
264900,크라운제과,KRX,kr_stock,KRW,100,1,TRUE
008260,NI스틸,KRX,kr_stock,KRW,100,1,TRUE
37550L,DL이앤씨2우(전환),KRX,kr_stock,KRW,100,1,TRUE
017370,우신시스템,KRX,kr_stock,KRW,100,1,TRUE
036420,콘텐트리중앙,KRX,kr_stock,KRW,100,1,TRUE
006840,AK홀딩스,KRX,kr_stock,KRW,100,1,TRUE
023450,동남합성,KRX,kr_stock,KRW,100,1,TRUE
008700,아남전자,KRX,kr_stock,KRW,100,1,TRUE
006660,삼성공조,KRX,kr_stock,KRW,100,1,TRUE
001275,부국증권우,KRX,kr_stock,KRW,100,1,TRUE
063160,종근당바이오,KRX,kr_stock,KRW,100,1,TRUE
002200,한국수출포장,KRX,kr_stock,KRW,100,1,TRUE
078935,GS우,KRX,kr_stock,KRW,100,1,TRUE
119650,KC코트렐,KRX,kr_stock,KRW,100,1,TRUE
032560,황금에스티,KRX,kr_stock,KRW,100,1,TRUE
079980,휴비스,KRX,kr_stock,KRW,100,1,TRUE
004100,태양금속,KRX,kr_stock,KRW,100,1,TRUE
003580,HLB글로벌,KRX,kr_stock,KRW,100,1,TRUE
002700,신일전자,KRX,kr_stock,KRW,100,1,TRUE
010660,화천기계,KRX,kr_stock,KRW,100,1,TRUE
000230,일동홀딩스,KRX,kr_stock,KRW,100,1,TRUE
058860,KTis,KRX,kr_stock,KRW,100,1,TRUE
163560,동일고무벨트,KRX,kr_stock,KRW,100,1,TRUE
004840,DRB동일,KRX,kr_stock,KRW,100,1,TRUE
014440,영보화학,KRX,kr_stock,KRW,100,1,TRUE
006890,태경케미컬,KRX,kr_stock,KRW,100,1,TRUE
002210,동성제약,KRX,kr_stock,KRW,100,1,TRUE
031820,아이티센씨티에스,KRX,kr_stock,KRW,100,1,TRUE
007980,TP,KRX,kr_stock,KRW,100,1,TRUE
023000,삼원강재,KRX,kr_stock,KRW,100,1,TRUE
096775,SK이노베이션우,KRX,kr_stock,KRW,100,1,TRUE
011000,진원생명과학,KRX,kr_stock,KRW,100,1,TRUE
35320K,대덕전자1우,KRX,kr_stock,KRW,100,1,TRUE
002720,국제약품,KRX,kr_stock,KRW,100,1,TRUE
109070,주성코퍼레이션,KRX,kr_stock,KRW,100,1,TRUE
011150,CJ씨푸드,KRX,kr_stock,KRW,100,1,TRUE
013360,일성건설,KRX,kr_stock,KRW,100,1,TRUE
004890,동일산업,KRX,kr_stock,KRW,100,1,TRUE
000590,CS홀딩스,KRX,kr_stock,KRW,100,1,TRUE
010960,삼호개발,KRX,kr_stock,KRW,100,1,TRUE
005750,대림바스,KRX,kr_stock,KRW,100,1,TRUE
000105,유한양행우,KRX,kr_stock,KRW,100,1,TRUE
000180,성창기업지주,KRX,kr_stock,KRW,100,1,TRUE
002600,조흥,KRX,kr_stock,KRW,100,1,TRUE
001260,남광토건,KRX,kr_stock,KRW,100,1,TRUE
009180,한솔로지스틱스,KRX,kr_stock,KRW,100,1,TRUE
085310,엔케이,KRX,kr_stock,KRW,100,1,TRUE
013870,지엠비코리아,KRX,kr_stock,KRW,100,1,TRUE
338100,NH프라임리츠,KRX,kr_stock,KRW,100,1,TRUE
004720,팜젠사이언스,KRX,kr_stock,KRW,100,1,TRUE
055490,테이팩스,KRX,kr_stock,KRW,100,1,TRUE
004440,삼일씨엔에스,KRX,kr_stock,KRW,100,1,TRUE
018500,동원금속,KRX,kr_stock,KRW,100,1,TRUE
001560,제일연마,KRX,kr_stock,KRW,100,1,TRUE
003010,혜인,KRX,kr_stock,KRW,100,1,TRUE
214330,금호에이치티,KRX,kr_stock,KRW,100,1,TRUE
071090,하이스틸,KRX,kr_stock,KRW,100,1,TRUE
111380,동인기연,KRX,kr_stock,KRW,100,1,TRUE
007590,동방아그로,KRX,kr_stock,KRW,100,1,TRUE
480370,씨케이솔루션,KRX,kr_stock,KRW,100,1,TRUE
012690,모나리자,KRX,kr_stock,KRW,100,1,TRUE
100220,비상교육,KRX,kr_stock,KRW,100,1,TRUE
023810,인팩,KRX,kr_stock,KRW,100,1,TRUE
001470,삼부토건,KRX,kr_stock,KRW,100,1,TRUE
120115,코오롱인더우,KRX,kr_stock,KRW,100,1,TRUE
007280,한국특강,KRX,kr_stock,KRW,100,1,TRUE
068290,삼성출판사,KRX,kr_stock,KRW,100,1,TRUE
004060,SG세계물산,KRX,kr_stock,KRW,100,1,TRUE
009200,무림페이퍼,KRX,kr_stock,KRW,100,1,TRUE
016090,대현,KRX,kr_stock,KRW,100,1,TRUE
006090,사조오양,KRX,kr_stock,KRW,100,1,TRUE
021050,서원,KRX,kr_stock,KRW,100,1,TRUE
006880,신송홀딩스,KRX,kr_stock,KRW,100,1,TRUE
000850,화천기공,KRX,kr_stock,KRW,100,1,TRUE
047400,유니온머티리얼,KRX,kr_stock,KRW,100,1,TRUE
069730,DSR제강,KRX,kr_stock,KRW,100,1,TRUE
013700,까뮤이앤씨,KRX,kr_stock,KRW,100,1,TRUE
000725,현대건설우,KRX,kr_stock,KRW,100,1,TRUE
009770,삼정펄프,KRX,kr_stock,KRW,100,1,TRUE
010040,한국내화,KRX,kr_stock,KRW,100,1,TRUE
014910,성문전자,KRX,kr_stock,KRW,100,1,TRUE
002795,아모레퍼시픽홀딩스우,KRX,kr_stock,KRW,100,1,TRUE
003780,진양산업,KRX,kr_stock,KRW,100,1,TRUE
003925,남양유업우,KRX,kr_stock,KRW,100,1,TRUE
001620,케이비아이동국실업,KRX,kr_stock,KRW,100,1,TRUE
011390,부산산업,KRX,kr_stock,KRW,100,1,TRUE
378850,화승알앤에이,KRX,kr_stock,KRW,100,1,TRUE
001465,BYC우,KRX,kr_stock,KRW,100,1,TRUE
111110,호전실업,KRX,kr_stock,KRW,100,1,TRUE
004540,깨끗한나라,KRX,kr_stock,KRW,100,1,TRUE
001550,조비,KRX,kr_stock,KRW,100,1,TRUE
009835,한화솔루션우,KRX,kr_stock,KRW,100,1,TRUE
101140,인바이오젠,KRX,kr_stock,KRW,100,1,TRUE
006980,우성,KRX,kr_stock,KRW,100,1,TRUE
000220,유유제약,KRX,kr_stock,KRW,100,1,TRUE
024900,디와이덕양,KRX,kr_stock,KRW,100,1,TRUE
007815,코리아써우,KRX,kr_stock,KRW,100,1,TRUE
000910,유니온,KRX,kr_stock,KRW,100,1,TRUE
129260,인터지스,KRX,kr_stock,KRW,100,1,TRUE
396690,미래에셋글로벌리츠,KRX,kr_stock,KRW,100,1,TRUE
003060,에이프로젠바이오로직스,KRX,kr_stock,KRW,100,1,TRUE
092780,DYP,KRX,kr_stock,KRW,100,1,TRUE
155660,DSR,KRX,kr_stock,KRW,100,1,TRUE
004830,덕성,KRX,kr_stock,KRW,100,1,TRUE
058730,다스코,KRX,kr_stock,KRW,100,1,TRUE
372910,한컴라이프케어,KRX,kr_stock,KRW,100,1,TRUE
092440,기신정기,KRX,kr_stock,KRW,100,1,TRUE
002760,보락,KRX,kr_stock,KRW,100,1,TRUE
002140,고려산업,KRX,kr_stock,KRW,100,1,TRUE
004410,서울식품,KRX,kr_stock,KRW,100,1,TRUE
005305,롯데칠성우,KRX,kr_stock,KRW,100,1,TRUE
004770,써니전자,KRX,kr_stock,KRW,100,1,TRUE
072130,유엔젤,KRX,kr_stock,KRW,100,1,TRUE
009190,대양금속,KRX,kr_stock,KRW,100,1,TRUE
010770,평화홀딩스,KRX,kr_stock,KRW,100,1,TRUE
006490,인스코비,KRX,kr_stock,KRW,100,1,TRUE
003475,유안타증권우,KRX,kr_stock,KRW,100,1,TRUE
004450,삼화왕관,KRX,kr_stock,KRW,100,1,TRUE
003465,유화증권우,KRX,kr_stock,KRW,100,1,TRUE
002630,오리엔트바이오,KRX,kr_stock,KRW,100,1,TRUE
123700,SJM,KRX,kr_stock,KRW,100,1,TRUE
000890,보해양조,KRX,kr_stock,KRW,100,1,TRUE
041650,상신브레이크,KRX,kr_stock,KRW,100,1,TRUE
075180,새론오토모티브,KRX,kr_stock,KRW,100,1,TRUE
004920,씨아이테크,KRX,kr_stock,KRW,100,1,TRUE
37550K,DL이앤씨우,KRX,kr_stock,KRW,100,1,TRUE
017180,명문제약,KRX,kr_stock,KRW,100,1,TRUE
025530,SJM홀딩스,KRX,kr_stock,KRW,100,1,TRUE
023350,한국종합기술,KRX,kr_stock,KRW,100,1,TRUE
357250,미래에셋맵스리츠,KRX,kr_stock,KRW,100,1,TRUE
28513K,SK케미칼우,KRX,kr_stock,KRW,100,1,TRUE
006345,대원전선우,KRX,kr_stock,KRW,100,1,TRUE
006370,대구백화점,KRX,kr_stock,KRW,100,1,TRUE
090080,평화산업,KRX,kr_stock,KRW,100,1,TRUE
004910,조광페인트,KRX,kr_stock,KRW,100,1,TRUE
002410,범양건영,KRX,kr_stock,KRW,100,1,TRUE
093240,형지엘리트,KRX,kr_stock,KRW,100,1,TRUE
009320,아진전자부품,KRX,kr_stock,KRW,100,1,TRUE
011330,유니켐,KRX,kr_stock,KRW,100,1,TRUE
012280,영화금속,KRX,kr_stock,KRW,100,1,TRUE
027740,마니커,KRX,kr_stock,KRW,100,1,TRUE
008420,문배철강,KRX,kr_stock,KRW,100,1,TRUE
001210,금호전기,KRX,kr_stock,KRW,100,1,TRUE
020760,일진디스플,KRX,kr_stock,KRW,100,1,TRUE
049800,우진플라임,KRX,kr_stock,KRW,100,1,TRUE
000950,전방,KRX,kr_stock,KRW,100,1,TRUE
006125,SK디스커버리우,KRX,kr_stock,KRW,100,1,TRUE
133820,화인베스틸,KRX,kr_stock,KRW,100,1,TRUE
026940,부국철강,KRX,kr_stock,KRW,100,1,TRUE
011420,갤럭시아에스엠,KRX,kr_stock,KRW,100,1,TRUE
003080,SB성보,KRX,kr_stock,KRW,100,1,TRUE
014990,인디에프,KRX,kr_stock,KRW,100,1,TRUE
002920,유성기업,KRX,kr_stock,KRW,100,1,TRUE
011300,우성머티리얼스,KRX,kr_stock,KRW,100,1,TRUE
069460,대호에이엘,KRX,kr_stock,KRW,100,1,TRUE
023960,에쓰씨엔지니어링,KRX,kr_stock,KRW,100,1,TRUE
012160,영흥,KRX,kr_stock,KRW,100,1,TRUE
005030,부산주공,KRX,kr_stock,KRW,100,1,TRUE
000215,DL우,KRX,kr_stock,KRW,100,1,TRUE
007120,미래아이앤지,KRX,kr_stock,KRW,100,1,TRUE
074610,이엔플러스,KRX,kr_stock,KRW,100,1,TRUE
051630,진양화학,KRX,kr_stock,KRW,100,1,TRUE
008870,금비,KRX,kr_stock,KRW,100,1,TRUE
009140,경인전자,KRX,kr_stock,KRW,100,1,TRUE
013000,세우글로벌,KRX,kr_stock,KRW,100,1,TRUE
011230,삼화전자,KRX,kr_stock,KRW,100,1,TRUE
481850,신한글로벌액티브리츠,KRX,kr_stock,KRW,100,1,TRUE
002870,신풍,KRX,kr_stock,KRW,100,1,TRUE
308170,씨티알모빌리티,KRX,kr_stock,KRW,100,1,TRUE
000760,이화산업,KRX,kr_stock,KRW,100,1,TRUE
084870,TBH글로벌,KRX,kr_stock,KRW,100,1,TRUE
002880,디와이에이,KRX,kr_stock,KRW,100,1,TRUE
003535,한화투자증권우,KRX,kr_stock,KRW,100,1,TRUE
019490,엑시큐어하이트론,KRX,kr_stock,KRW,100,1,TRUE
017040,광명전기,KRX,kr_stock,KRW,100,1,TRUE
145270,케이탑리츠,KRX,kr_stock,KRW,100,1,TRUE
005320,온타이드,KRX,kr_stock,KRW,100,1,TRUE
001380,SG글로벌,KRX,kr_stock,KRW,100,1,TRUE
002360,SH에너지화학,KRX,kr_stock,KRW,100,1,TRUE
025750,한솔홈데코,KRX,kr_stock,KRW,100,1,TRUE
008250,이건산업,KRX,kr_stock,KRW,100,1,TRUE
019175,신풍제약우,KRX,kr_stock,KRW,100,1,TRUE
002025,코오롱우,KRX,kr_stock,KRW,100,1,TRUE
33637K,솔루스첨단소재1우,KRX,kr_stock,KRW,100,1,TRUE
004365,세방우,KRX,kr_stock,KRW,100,1,TRUE
010640,진양폴리,KRX,kr_stock,KRW,100,1,TRUE
006200,한국전자홀딩스,KRX,kr_stock,KRW,100,1,TRUE
024890,대원화성,KRX,kr_stock,KRW,100,1,TRUE
33626L,두산퓨얼셀2우B,KRX,kr_stock,KRW,100,1,TRUE
005820,원림,KRX,kr_stock,KRW,100,1,TRUE
134790,시디즈,KRX,kr_stock,KRW,100,1,TRUE
009810,플레이그램,KRX,kr_stock,KRW,100,1,TRUE
118000,메타케어,KRX,kr_stock,KRW,100,1,TRUE
