symbol,membership_code,source_name,source_ref,as_of_date,note
014820,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
015750,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
015760,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
015760,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
016360,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
016360,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
017670,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
017670,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
017800,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
017960,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
018260,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
018260,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
018290,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
018880,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
021240,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
021240,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
022100,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
022100,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
023530,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
024110,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
024110,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
025320,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
025900,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
025980,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
026960,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
028050,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
028050,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
028260,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
028260,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
028300,KOSDAQ150,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
028670,KOSPI200,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
029780,KOSPI100,operator_uploaded_csv,local-upload-2026-06-24,2026-06-24,운영 업로드 원천
